Misiones,27555,LAS FLORES,3338,54
Misiones,27586,LAPACHO,3337,54
Misiones,20504,LA POSTA,3384,54
Misiones,9629,LA OTILIA,3328,54
Misiones,20427,LA ROTONDA,3300,54
Misiones,20458,LAS MERCEDES,3364,54
Misiones,9664,MACHADIÃ‘O,3353,54
Misiones,9427,MANANTIALES,3306,54
Misiones,27558,MANUEL BELGRANO,3338,54
Misiones,9469,MARIA MAGDALENA,3381,54
Misiones,9561,MBOPICUA,3332,54
Misiones,20459,MESA REDONDA,3364,54
Misiones,9428,MIGUEL LANUS,3304,54
Misiones,20461,MOCONA,3364,54
Misiones,9396,LAS QUEMADAS,3309,54
Misiones,9631,LOTE 5,3318,54
Misiones,9520,LEANDRO N ALEM,3315,54
Misiones,9497,LIBERTAD,3374,54
Misiones,9567,LINEA DE PERAY,3384,54
Misiones,9397,LORETO,3316,54
Misiones,9591,LOS HELECHOS,3361,54
Misiones,20367,LOTE 117,3317,54
Misiones,9398,LOTE 12,3316,54
Misiones,20469,LUJAN,3364,54
Misiones,9395,LA INVERNADA,3309,54
Misiones,27551,FRIGO,3337,54
Misiones,9543,GARUHAPE,3334,54
Misiones,9423,GARUPA NORTE,3304,54
Misiones,27849,GENERAL URQUIZA,3326,54
Misiones,9527,GOBERNADOR LOPEZ,3315,54
Misiones,9519,GRAL GUEMES,3313,54
Misiones,9587,GUARANI,3361,54
Misiones,9588,GUAYABERA,3361,54
Misiones,9657,GUERRERO,3357,54
Misiones,9490,FRACRAN,3364,54
Misiones,20466,EL SOCORRO,3364,54
Misiones,9620,EL TRIUNFO,3322,54
Misiones,9466,ELDORADO,3380,54
Misiones,9345,ENSANCHE NORTE,3350,54
Misiones,9621,ESTACION EXPERIMENTAL DE LORET,3322,54
Misiones,20497,ESTANCIA SANTA RITA,3384,54
Misiones,20355,FILEMON POSSE,3363,54
Misiones,27571,FRAGA CUE,3353,54
Misiones,9624,HIPOLITO YRIGOYEN,3328,54
Misiones,9424,KILOMETRO 538,3306,54
Misiones,9426,KILOMETRO 577,3304,54
Misiones,20500,KILOMETRO 60,3384,54
Misiones,9590,KILOMETRO 8,3361,54
Misiones,27590,KM 1246,3337,54
Misiones,27562,KM 18,3338,54
Misiones,27567,LA BONITA,3338,54
Misiones,27768,LA FLOR,3364,54
Misiones,20498,KILOMETRO 34,3384,54
Misiones,9661,KILOMETRO 26,3357,54
Misiones,9483,INTEGRACION,3366,54
Misiones,20519,INVERNADA DE ITACARUARE,3353,54
Misiones,9625,INVERNADA SAN IGNACIO,3322,54
Misiones,9665,MOJON GRANDE,3315,54
Misiones,9660,ITACARUARE,3353,54
Misiones,9627,JARDIN AMERICA,3328,54
Misiones,9468,KILOMETRO 10,3380,54
Misiones,20493,KILOMETRO 26,3315,54
Misiones,9350,MONTE HERMOSO,3351,54
Misiones,9568,MONTECARLO,3384,54
Misiones,9325,PUERTO LONDERO,3363,54
Misiones,9547,PUERTO LEONI,3332,54
Misiones,9405,PUERTO LA MINA,3308,54
Misiones,9546,PUERTO INGENIERO MORANDI,3332,54
Misiones,9643,PUERTO HARDELASTE,3327,54
Misiones,9494,PUERTO ESPERANZA,3378,54
Misiones,9502,PUERTO ERRECABORDE,3374,54
Misiones,9640,PUERTO DOCE,3327,54
Misiones,9457,PUERTO CONCEPCION,3355,54
Misiones,9638,PUERTO CAZADOR,3327,54
Misiones,9501,PUERTO CAROLINA,3370,54
Misiones,20475,PUERTO CANOAS,3370,54
Misiones,9499,PUERTO BEMBERG,3374,54
Misiones,20435,PUERTO MADO,3382,54
Misiones,9644,PUERTO MENOCHIO,3326,54
Misiones,20516,PUERTO NUEVO,3322,54
Misiones,20462,PUERTO PARAISO,3364,54
Misiones,20436,PUERTO PATICAA,3382,54
Misiones,9504,PUERTO PENINSULA,3370,54
Misiones,9574,PUERTO PIRAY,3381,54
Misiones,9667,PUERTO ROSARIO,3357,54
Misiones,9669,PUERTO SALTIÃ‘O,3357,54
Misiones,9553,PUERTO SAN ALBERTO,3334,54
Misiones,9326,PUERTO SAN MARTIN,3363,54
Misiones,9554,PUERTO TIGRE,3334,54
Misiones,9473,PUERTO VICTORIA,3382,54
Misiones,20480,PUERTO WANDA,3370,54
Misiones,20478,PUERTO YACUY,3370,54
Misiones,9433,RINCON DE BUGRES,3306,54
Misiones,9646,PUERTO SAN IGNACIO,3322,54
Misiones,9322,PUERTO ALICIA,3363,54
Misiones,9524,PICADA BELGRANO,3315,54
Misiones,20387,PEDRO NUÃ‘EZ,3300,54
Misiones,9637,PASTOREO,3322,54
Misiones,9454,PASO DEL ARROYO PERSIGUERO,3355,54
Misiones,20450,PARAJE VILLA UNION,3366,54
Misiones,20443,PARAJE INTERCONTINENTAL,3366,54
Misiones,20440,PARAJE ESTELINA,3366,54
Misiones,20441,PARAJE DOS HERMANAS,3360,54
Misiones,9430,PARADA LEIS,3306,54
Misiones,9636,OTILIA,3328,54
Misiones,9522,OLEGARIO VICTOR ANDRADE,3311,54
Misiones,9635,OBLIGADO,3327,54
Misiones,9634,OASIS,3328,54
Misiones,9351,NACIENTES DEL TUNAR,3350,54
Misiones,20448,PARAJE AZOPARDO,3366,54
Misiones,9526,PICADA ESPAÃ‘OLA,3315,54
Misiones,9498,PUERTO AGUIRRE,3370,54
Misiones,9597,PUEBLO SALTO,3360,54
Misiones,9404,PROFUNDIDAD,3308,54
Misiones,20474,PLANCHADA BANDERITA,3370,54
Misiones,9576,PIRAY,3381,54
Misiones,9352,PINDAPOY,3306,54
Misiones,9485,PIÃ‘ALITO SUR,3366,54
Misiones,9484,PIÃ‘ALITO NORTE,3366,54
Misiones,9595,PICADA SUECA,3361,54
Misiones,9403,PICADA SAN MARTIN,3317,54
Misiones,9402,PICADA SAN JAVIER,3317,54
Misiones,9532,PICADA RUSA,3315,54
Misiones,9401,PICADA PORTUGUESA,3317,54
Misiones,27561,PICADA MANDARINA,3338,54
Misiones,9596,PICADA YAPEYU,3361,54
Misiones,9517,DOS ARROYOS,3315,54
Misiones,20452,ALTA UNION,3364,54
Misiones,9310,ALBA POSSE,3363,54
Misiones,9309,ACARAGUA,3361,54
Misiones,17003,9 DE JULIO,3363,54
Misiones,9308,25 DE MAYO,3363,54
Misiones,9367,2 DE MAYO,3364,54
Misiones,27564,17 DE AGOSTO,3338,54
Misiones,9417,YERBAL MAMBORETA,3316,54
Misiones,9416,YACUTINGA,3308,54
Misiones,9507,WANDA,3376,54
Misiones,9441,VILLALONGA,3300,54
Misiones,9332,VILLA VILMA,3363,54
Misiones,20513,VILLA UNION,3384,54
Misiones,20512,VILLA SARUBBI,3360,54
Misiones,9334,APOSTOLES,3350,54
Misiones,9442,ARRECHEA,3355,54
Misiones,9362,BERNARDINO RIVADAVIA,3364,54
Misiones,27545,BELGRANO,3313,54
Misiones,9311,BARTOLITO,3363,54
Misiones,9607,BARRANCON,3322,54
Misiones,9674,BARRACON,3364,54
Misiones,9578,BARRA BONITA,3360,54
Misiones,9475,VILLA ROULET,3382,54
Misiones,20521,ASERRADERO PIÃ‘ALITO,3364,54
Misiones,9606,ARROYO YABEBIRI,3322,54
Misiones,9378,ARROYO TOMAS,3309,54
Misiones,9443,ARROYO PERSIGUERO,3355,54
Misiones,9376,ARROYO MAGDALENA,3317,54
Misiones,9577,ARROYO FEDOR,3360,54
Misiones,20368,ARROYO,3300,54
Misiones,27645,VILLA ORTIZ PEREIRA,3358,54
Misiones,9535,VILLA LIBERTAD,3315,54
Misiones,9462,SANTA MARIA MARTIR,3355,54
Misiones,9437,SANTA INES,3304,54
Misiones,9492,SAN VICENTE,3364,54
Misiones,9679,SAN PEDRO,3364,54
Misiones,9599,SAN MARTIN,3360,54
Misiones,9355,SAN JUAN DE LA SIERRA,3306,54
Misiones,20536,SANTA ROSA,3364,54
Misiones,9459,SAN ISIDRO,3355,54
Misiones,9651,SAN IGNACIO,3322,54
Misiones,9328,SAN FRANCISCO DE ASIS,3363,54
Misiones,9486,SAN ANTONIO,3366,54
Misiones,9556,SAN ALBERTO,3334,54
Misiones,9375,SALTO ENCANTADO,3364,54
Misiones,9407,RUINAS DE LORETO,3316,54
Misiones,9381,BONPLAND,3317,54
Misiones,20473,SEGUNDA ZONA,3374,54
Misiones,27547,VILLA INTA,3313,54
Misiones,27644,VILLA ERRECABORDE,3350,54
Misiones,20537,VILLA DON BOSCO,3364,54
Misiones,9601,VILLA BLANQUITA,3360,54
Misiones,9673,TRES ESQUINAS,3357,54
Misiones,9331,TRES BOCAS,3363,54
Misiones,9652,SANTO PIPO,3326,54
Misiones,9680,TOBUNAS,3364,54
Misiones,9412,TIMBAUBA,3317,54
Misiones,9411,TEYUGUARE,3322,54
Misiones,9410,TACUARUZU,3309,54
Misiones,27582,SOL NACIENTE,3337,54
Misiones,9356,SIERRAS SAN JUAN,3306,54
Misiones,20515,SIERRA DE ORO,3360,54
Misiones,20371,EL REPOSO,3300,54
Misiones,9446,BRETES MARTIRES,3355,54
Misiones,20534,COLONIA SIETE ESTRELLAS,3364,54
Misiones,20496,COLONIA SANTA TERESA,3384,54
Misiones,9449,COLONIA SAN JAVIER,3355,54
Misiones,9614,COLONIA ROCA CHICA,3322,54
Misiones,20533,COLONIA PUERTO ROSALES,3364,54
Misiones,20454,COLONIA PRIMAVERA,3364,54
Misiones,9516,COLONIA POLACA,3313,54
Misiones,20530,COLONIA PADUAN,3364,54
Misiones,9611,COLONIA Ã‘ACANGAZU,3328,54
Misiones,9393,COLONIA MARTIRES,3318,54
Misiones,9480,COLONIA MANUEL BELGRANO,3316,54
Misiones,20528,COLONIA LA POLACA,3364,54
Misiones,27767,COLONIA LA NUEVA,3364,54
Misiones,20447,COLONIA TRES MARIAS,3366,54
Misiones,9584,COLONIA YABEBIRI,3316,54
Misiones,9482,EL PORVENIR,3374,54
Misiones,9677,EL PARAISO,3351,54
Misiones,27560,EL LAPACHO,3338,54
Misiones,9518,EL CHATON,3315,54
Misiones,9618,EL 26,3326,54
Misiones,9645,PUERTO NARANJITO,3326,54
Misiones,20511,DOÃ‘A MARIA,3360,54
Misiones,20370,DON HORACIO,3300,54
Misiones,9316,DESPLAYADA,3363,54
Misiones,9419,DAMUS,3306,54
Misiones,9541,CUÃ‘A PIRU,3334,54
Misiones,9676,CRUCE CABALLERO,3364,54
Misiones,9617,CORPUS,3327,54
Misiones,9671,RINCON DEL GUERRERO,3357,54
Misiones,9420,DOMINGO BARTHE,3304,54
Misiones,9609,COLONIA JAPONESA,3328,54
Misiones,9493,CATARATAS DEL IGUAZU,3372,54
Misiones,9338,CARRILLO VIEJO,3350,54
Misiones,9563,CARAGUATAY,3386,54
Misiones,9538,CAPIVU,3332,54
Misiones,9537,CAPIOVISIÃ‘O,3334,54
Misiones,9387,CANDELARIA,3308,54
Misiones,9581,CAMPO VIERA,3362,54
Misiones,9510,CAMPO TORNQUIST,3315,54
Misiones,9580,CAMPO RAMON,3361,54
Misiones,20444,CAMPO ALEGRE,3366,54
Misiones,9386,CAMPIÃ‘A GRANDE,3309,54
Misiones,9675,CAMPANA,3361,54
Misiones,9479,CABURE,3371,54
Misiones,27766,CAA YARI,3315,54
Misiones,27549,CAMPO SAN JUAN,3313,54
Misiones,9511,CERRO AZUL,3313,54
Misiones,20523,COLONIA GRAMADO,3364,54
Misiones,20514,COLONIA FLORIDA,3384,54
Misiones,9315,COLONIA EL PROGRESO,3363,54
Misiones,9314,COLONIA EL DORADILLO,3363,54
Misiones,9608,COLONIA DOMINGO SAVIO,3322,54
Misiones,20432,COLONIA CUNCI,3382,54
Misiones,9583,COLONIA CHAPA,3361,54
Misiones,20453,COLONIA CHAFARIZ,3364,54
Misiones,20361,COLONIA AZARA,3350,54
Misiones,9391,COLONIA ARISTOBULO DEL VALLE,3317,54
Misiones,27769,COLONIA APARECIDA,3363,54
Misiones,9312,COLONIA ALICIA,3363,54
Misiones,9582,COLONIA ALBERDI,3361,54
Misiones,20495,CITRUS,3384,54
Misiones,9447,COLONIA CAPON BONITO,3355,54
